PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,abf,num,lr
1865_01,Earth,TRUE,TRAPPIST-1e,4,,0,0,0,0,0,FALSE,G,2,S
1865_02,Earth,FALSE,TRAPPIST-1e,1,FALSE,0,0,0,0,0,FALSE,G,2,S
1865_03,Earth,FALSE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,TRUE,G,2,S
1865_04,Earth,FALSE,TRAPPIST-1e,7,FALSE,0,0,0,0,,FALSE,G,2,S
1865_05,Earth,,TRAPPIST-1e,25,FALSE,0,60,0,646,1115,FALSE,G,2,S
1865_06,,FALSE,TRAPPIST-1e,6,FALSE,0,0,0,0,0,FALSE,G,2,S
1866_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,0,0,0,0,865,FALSE,F,1,P
1868_01,Mars,TRUE,TRAPPIST-1e,64,FALSE,0,0,0,0,0,TRUE,F,2,P
1871_01,Europa,FALSE,TRAPPIST-1e,31,,0,1983,0,172,52,TRUE,C,0,S
1872_01,Mars,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,FALSE,E,9,S
1873_01,Earth,TRUE,TRAPPIST-1e,30,FALSE,0,,0,0,0,TRUE,G,3,S
1874_01,Earth,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,FALSE,G,5,P
1874_02,Earth,,PSO J318.5-22,29,FALSE,0,0,0,486,1479,FALSE,F,4,P
1877_01,Earth,FALSE,TRAPPIST-1e,37,FALSE,28,25,26,806,3,FALSE,G,6,P
1878_01,Earth,FALSE,TRAPPIST-1e,49,FALSE,0,0,0,724,0,FALSE,F,5,P
1879_01,Europa,FALSE,TRAPPIST-1e,36,FALSE,0,583,1789,19,1009,FALSE,D,8,P
1880_01,Earth,FALSE,55 Cancri e,20,FALSE,470,128,0,0,9,FALSE,F,6,P
1881_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,2215,0,0,86,0,TRUE,F,7,P
1882_01,Europa,,55 Cancri e,18,FALSE,0,16263,72,0,15,TRUE,C,1,S
1882_02,Europa,TRUE,55 Cancri e,17,FALSE,0,0,0,0,0,TRUE,,,
1884_01,Mars,TRUE,TRAPPIST-1e,48,FALSE,0,0,0,0,0,FALSE,E,0,S
1886_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,3,176,611,0,FALSE,E,1,S
1887_01,Earth,FALSE,TRAPPIST-1e,35,FALSE,0,88,718,46,0,FALSE,G,5,S
1888_01,Earth,FALSE,TRAPPIST-1e,30,FALSE,116,0,0,728,29,TRUE,F,1,S
1889_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,22,0,702,FALSE,F,8,P
1889_02,Earth,TRUE,TRAPPIST-1e,5,FALSE,0,0,0,0,0,FALSE,G,7,P
1890_01,Earth,TRUE,55 Cancri e,43,FALSE,0,0,0,0,0,FALSE,G,8,P
1891_01,Mars,TRUE,TRAPPIST-1e,52,FALSE,0,0,0,0,0,FALSE,E,2,S
1892_01,Europa,FALSE,TRAPPIST-1e,50,FALSE,5,809,0,309,731,TRUE,D,9,P
1892_02,Europa,FALSE,TRAPPIST-1e,29,FALSE,4,841,0,363,1107,TRUE,,,
1892_03,Europa,FALSE,55 Cancri e,19,FALSE,0,748,158,5037,44,FALSE,D,9,P
1897_01,Europa,FALSE,55 Cancri e,39,FALSE,0,10153,1,78,5063,TRUE,C,2,S
1897_02,Europa,FALSE,TRAPPIST-1e,38,FALSE,0,354,0,1806,0,TRUE,C,2,S
1898_01,Earth,TRUE,55 Cancri e,21,FALSE,,0,0,0,0,FALSE,G,6,S
1899_01,Earth,FALSE,PSO J318.5-22,25,FALSE,11,44,397,0,0,FALSE,G,7,S
1901_01,Europa,TRUE,55 Cancri e,42,FALSE,0,0,0,0,0,TRUE,A,4,P
1901_02,Europa,TRUE,55 Cancri e,36,FALSE,0,0,0,0,0,TRUE,A,4,P
1902_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,42,0,345,1431,0,FALSE,G,8,S
1903_01,Earth,TRUE,TRAPPIST-1e,42,FALSE,0,0,0,0,0,FALSE,G,9,P
1905_01,Earth,FALSE,55 Cancri e,40,FALSE,1465,39,0,0,1225,FALSE,F,4,S
1906_01,Earth,TRUE,TRAPPIST-1e,14,FALSE,0,0,0,0,0,FALSE,G,9,S
1907_01,Europa,FALSE,TRAPPIST-1e,50,FALSE,,1810,0,126,247,FALSE,D,0,P
1908_01,Mars,FALSE,TRAPPIST-1e,18,FALSE,1218,0,34,1095,0,FALSE,E,5,P
1911_01,Earth,FALSE,TRAPPIST-1e,46,FALSE,8,652,0,5,90,FALSE,G,0,S
1915_01,Earth,FALSE,TRAPPIST-1e,,FALSE,0,51,0,37,704,FALSE,E,6,P
1916_01,Europa,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,TRUE,D,1,P
1916_02,Europa,FALSE,55 Cancri e,22,FALSE,1744,79,0,12,1514,FALSE,D,1,P
1918_01,Europa,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,FALSE,A,3,S
1918_02,Europa,TRUE,TRAPPIST-1e,52,FALSE,0,0,0,0,0,TRUE,A,3,S
1918_03,Europa,FALSE,TRAPPIST-1e,38,FALSE,34,2043,0,1339,0,TRUE,A,3,S
1920_01,Mars,FALSE,TRAPPIST-1e,46,FALSE,731,0,288,0,2,FALSE,E,7,P
1922_01,Earth,TRUE,55 Cancri e,23,FALSE,0,0,0,0,0,FALSE,G,3,S
1923_01,Europa,FALSE,TRAPPIST-1e,63,FALSE,0,4286,18,4,872,TRUE,C,5,P
1923_02,Europa,TRUE,55 Cancri e,24,FALSE,0,0,0,0,0,TRUE,C,5,P
1925_01,Earth,TRUE,TRAPPIST-1e,50,FALSE,0,0,0,0,0,FALSE,G,4,S
1926_01,,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,FALSE,G,5,S
1927_01,Mars,FALSE,TRAPPIST-1e,55,FALSE,2424,0,1,0,284,FALSE,D,6,S
1928_01,Earth,FALSE,PSO J318.5-22,21,FALSE,0,0,107,166,388,TRUE,E,4,S
1931_01,Europa,TRUE,55 Cancri e,56,FALSE,0,0,0,0,0,TRUE,C,3,S
1933_01,Earth,FALSE,TRAPPIST-1e,45,FALSE,10,0,0,,0,TRUE,E,8,P
1935_01,Earth,TRUE,55 Cancri e,18,FALSE,0,0,0,0,0,FALSE,G,7,S
1937_01,Earth,FALSE,TRAPPIST-1e,47,FALSE,7,877,17,0,0,FALSE,F,8,S
1938_01,Earth,FALSE,TRAPPIST-1e,36,FALSE,0,0,1508,110,117,TRUE,F,9,S
1939_01,Mars,FALSE,TRAPPIST-1e,57,TRUE,975,0,295,39,0,FALSE,F,5,P
1939_02,Mars,FALSE,TRAPPIST-1e,13,FALSE,3037,10,43,0,0,FALSE,D,2,P
1940_01,Mars,FALSE,TRAPPIST-1e,27,FALSE,120,0,1476,3,0,FALSE,F,6,P
1941_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,717,0,0,0,0,FALSE,F,0,S
1942_01,Earth,FALSE,TRAPPIST-1e,47,FALSE,0,444,328,56,,FALSE,G,2,P
1945_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,0,787,0,0,FALSE,E,0,P
1946_01,Earth,FALSE,TRAPPIST-1e,34,FALSE,0,0,53,731,0,FALSE,G,3,P
1947_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,942,0,0,0,7,FALSE,F,2,S
1950_01,Earth,FALSE,TRAPPIST-1e,51,FALSE,0,0,0,101,1357,FALSE,F,4,S
1952_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,382,0,398,8,0,FALSE,E,1,P
1953_01,Earth,FALSE,TRAPPIST-1e,58,FALSE,0,0,0,0,717,FALSE,F,7,P
1956_01,Mars,FALSE,TRAPPIST-1e,37,FALSE,2765,0,1134,0,0,FALSE,D,8,S
1956_02,Mars,FALSE,PSO J318.5-22,44,,708,0,5,0,74,TRUE,D,8,S
1957_01,Earth,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,FALSE,G,9,S
1959_01,Europa,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,TRUE,C,6,P
1959_02,Europa,FALSE,TRAPPIST-1e,40,FALSE,0,382,0,1,3822,FALSE,C,6,P
1959_03,Europa,FALSE,55 Cancri e,29,FALSE,0,433,4899,393,260,TRUE,C,6,P
1960_01,Earth,TRUE,TRAPPIST-1e,36,FALSE,0,0,0,0,0,TRUE,E,2,P
1960_02,Earth,FALSE,PSO J318.5-22,21,FALSE,0,0,677,4,0,TRUE,E,2,P
1961_01,Earth,FALSE,TRAPPIST-1e,35,FALSE,302,6,0,6,613,TRUE,G,5,P
1962_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,3,361,94,824,160,FALSE,F,0,P
1962_02,Earth,FALSE,55 Cancri e,2,FALSE,0,0,0,0,0,FALSE,G,6,P
1962_03,Earth,TRUE,TRAPPIST-1e,0,FALSE,,0,0,0,0,TRUE,G,6,P
1963_01,Earth,FALSE,TRAPPIST-1e,43,FALSE,0,0,0,1200,17,FALSE,F,1,P
1964_01,Europa,FALSE,TRAPPIST-1e,63,FALSE,,869,1,375,3377,FALSE,C,4,S
1967_01,Earth,TRUE,TRAPPIST-1e,30,,0,0,0,0,0,TRUE,G,8,P
1968_01,Earth,TRUE,PSO J318.5-22,38,FALSE,0,0,0,0,0,TRUE,G,9,P
1969_01,Europa,FALSE,55 Cancri e,27,FALSE,,21066,0,2448,2293,TRUE,C,5,S
1971_01,Earth,FALSE,PSO J318.5-22,54,FALSE,3,0,56,633,0,FALSE,F,5,S
1973_01,Europa,TRUE,55 Cancri e,39,FALSE,0,0,0,0,0,TRUE,A,4,S
1974_01,Mars,FALSE,TRAPPIST-1e,41,FALSE,3702,0,1,0,18,FALSE,D,3,P
1975_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,0,10,761,FALSE,G,0,S
1976_01,Europa,FALSE,55 Cancri e,23,FALSE,0,8037,,1,2,TRUE,B,2,S
1976_02,Europa,FALSE,TRAPPIST-1e,34,FALSE,15,3578,0,,473,TRUE,B,2,S
1976_03,Europa,TRUE,55 Cancri e,26,TRUE,0,0,0,0,0,TRUE,B,2,S
1976_04,Europa,FALSE,TRAPPIST-1e,39,FALSE,1,2972,0,3175,1,FALSE,B,2,S
1976_05,Europa,TRUE,55 Cancri e,15,FALSE,0,0,0,0,0,TRUE,B,2,S
1976_06,Europa,TRUE,TRAPPIST-1e,64,FALSE,0,0,0,0,0,TRUE,B,2,S
1976_07,Europa,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,TRUE,B,2,S
1977_01,Mars,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,TRUE,F,3,P
1978_01,,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,TRUE,G,1,S
1979_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,401,0,693,62,0,FALSE,F,6,S
1980_01,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,TRUE,G,2,S
1980_02,Earth,FALSE,TRAPPIST-1e,29,FALSE,1434,5,0,0,0,FALSE,G,2,S
1980_03,Earth,TRUE,TRAPPIST-1e,44,FALSE,0,0,0,0,0,TRUE,G,2,S
1981_01,Earth,FALSE,TRAPPIST-1e,27,FALSE,196,602,0,0,198,FALSE,E,4,P
1983_01,Earth,FALSE,PSO J318.5-22,17,FALSE,414,0,139,28,173,FALSE,G,0,P
1984_01,Europa,FALSE,55 Cancri e,37,FALSE,0,3166,0,91,6,TRUE,,,
1985_01,Mars,TRUE,55 Cancri e,19,FALSE,0,0,0,0,0,TRUE,F,4,P
1988_01,Earth,TRUE,TRAPPIST-1e,44,FALSE,0,0,0,0,0,FALSE,G,1,P
1991_01,Earth,FALSE,55 Cancri e,22,,0,0,30,499,138,FALSE,F,8,S
1991_02,Earth,FALSE,TRAPPIST-1e,22,FALSE,213,85,352,12,1,TRUE,E,6,S
1992_01,Mars,TRUE,TRAPPIST-1e,21,FALSE,,0,0,0,0,TRUE,F,9,S
1993_01,Earth,FALSE,TRAPPIST-1e,31,FALSE,1062,0,802,71,0,FALSE,F,0,S
1994_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,0,0,249,537,5,TRUE,E,5,P
1995_01,Earth,FALSE,PSO J318.5-22,30,FALSE,231,0,0,274,26,FALSE,G,4,S
1996_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,12,25,197,631,0,FALSE,F,1,S
1997_01,Earth,,TRAPPIST-1e,42,FALSE,37,1670,0,0,0,TRUE,G,5,S
1999_01,Earth,FALSE,TRAPPIST-1e,55,FALSE,373,1,1,496,0,FALSE,F,3,S
2000_01,Europa,FALSE,55 Cancri e,28,FALSE,5,2676,13,0,157,TRUE,C,6,S
2001_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,673,194,548,59,40,FALSE,F,6,P
2003_01,Earth,FALSE,TRAPPIST-1e,19,,3,6,20,60,719,FALSE,G,3,P
2006_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,,856,0,0,5,FALSE,F,6,S
2006_02,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,FALSE,G,7,S
2006_03,Earth,TRUE,TRAPPIST-1e,2,FALSE,0,0,0,0,0,FALSE,G,7,S
2007_01,Europa,FALSE,55 Cancri e,30,FALSE,0,5734,0,5,1,TRUE,A,5,S
2009_01,Europa,FALSE,TRAPPIST-1e,31,FALSE,0,0,0,0,0,FALSE,B,9,P
2009_02,Europa,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,TRUE,B,9,P
2009_03,Europa,TRUE,55 Cancri e,40,FALSE,0,0,0,0,0,TRUE,B,9,P
2010_01,Earth,TRUE,PSO J318.5-22,33,FALSE,0,0,0,0,,TRUE,G,4,P
2011_01,Earth,TRUE,PSO J318.5-22,46,FALSE,0,0,0,0,,FALSE,G,8,S
2012_01,Europa,FALSE,55 Cancri e,30,TRUE,1250,865,0,3725,5416,FALSE,B,0,P
2013_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,0,0,0,0,804,FALSE,F,8,P
2015_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,1139,18,0,0,671,TRUE,F,7,S
2019_01,Europa,FALSE,55 Cancri e,22,FALSE,0,5183,0,1080,2,TRUE,B,3,S
2019_02,Europa,,55 Cancri e,20,FALSE,0,162,0,148,7619,FALSE,B,3,S
2022_01,Earth,FALSE,PSO J318.5-22,36,FALSE,0,809,0,86,0,FALSE,F,0,S
2024_01,,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,TRUE,G,2,S
2024_02,Earth,FALSE,55 Cancri e,17,FALSE,44,1535,10,51,0,TRUE,E,0,S
2026_01,Earth,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,TRUE,G,3,S
2026_02,Earth,TRUE,PSO J318.5-22,15,FALSE,0,0,0,0,0,TRUE,G,3,S
2026_03,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,4,429,0,287,FALSE,G,3,S
2027_01,Earth,FALSE,55 Cancri e,19,FALSE,30,1,1051,0,6,TRUE,F,9,P
2028_01,Earth,FALSE,PSO J318.5-22,24,FALSE,662,0,0,0,9,FALSE,F,1,S
2029_01,Earth,FALSE,55 Cancri e,43,FALSE,0,6,730,1,0,FALSE,F,0,P
2032_01,Mars,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,TRUE,F,2,P
2034_01,Earth,FALSE,TRAPPIST-1e,42,FALSE,399,75,38,771,0,FALSE,F,3,S
2038_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,6,133,503,0,2,FALSE,F,4,P
2040_01,Europa,TRUE,TRAPPIST-1e,50,FALSE,0,0,0,0,0,TRUE,B,5,S
2040_02,Europa,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,TRUE,B,5,S
2041_01,Earth,TRUE,TRAPPIST-1e,64,FALSE,,0,0,0,0,TRUE,G,7,P
2042_01,Earth,FALSE,TRAPPIST-1e,50,FALSE,0,0,0,785,19,FALSE,F,4,S
2043_01,Mars,TRUE,TRAPPIST-1e,24,FALSE,,0,0,0,0,TRUE,F,5,S
2044_01,Earth,FALSE,TRAPPIST-1e,27,,0,0,634,1,23,TRUE,F,6,S
2045_01,Earth,TRUE,55 Cancri e,42,FALSE,0,0,0,0,,TRUE,G,4,S
2046_01,Earth,TRUE,55 Cancri e,30,FALSE,0,0,0,0,0,FALSE,G,8,P
2051_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,2,0,694,0,22,TRUE,E,6,P
2052_01,Mars,FALSE,TRAPPIST-1e,31,FALSE,162,1211,4,0,1,TRUE,E,1,S
2053_01,Europa,FALSE,55 Cancri e,26,FALSE,281,741,13,0,4724,FALSE,C,8,P
2054_01,Europa,FALSE,55 Cancri e,39,FALSE,0,,0,1528,1119,FALSE,C,9,P
2055_01,Earth,FALSE,TRAPPIST-1e,,FALSE,0,0,0,0,0,FALSE,G,0,P
2055_02,,FALSE,PSO J318.5-22,32,FALSE,0,58,0,0,642,TRUE,G,0,P
2055_03,Earth,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,TRUE,G,0,P
2055_04,Earth,FALSE,TRAPPIST-1e,6,FALSE,0,0,0,0,0,TRUE,G,0,P
2055_05,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,TRUE,G,0,P
2055_06,Earth,TRUE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,FALSE,G,0,P
2056_01,Earth,TRUE,TRAPPIST-1e,52,FALSE,0,0,0,0,0,FALSE,G,1,P
2056_02,Earth,FALSE,TRAPPIST-1e,14,FALSE,16,0,0,712,149,FALSE,F,7,P
2056_03,Earth,FALSE,TRAPPIST-1e,68,FALSE,0,286,0,1739,13,FALSE,F,7,P
2056_04,Earth,TRUE,PSO J318.5-22,18,FALSE,0,0,0,0,0,TRUE,G,1,P
2059_01,Earth,FALSE,TRAPPIST-1e,55,FALSE,2,0,0,0,907,TRUE,G,3,P
2060_01,,FALSE,55 Cancri e,22,FALSE,1430,0,0,0,423,FALSE,G,7,S
2061_01,Europa,FALSE,TRAPPIST-1e,34,FALSE,0,5063,0,56,327,TRUE,D,5,P
2062_01,Mars,,TRAPPIST-1e,17,FALSE,583,0,753,0,0,FALSE,F,8,S
2063_01,Earth,TRUE,PSO J318.5-22,38,FALSE,0,0,0,0,0,FALSE,G,8,S
2065_01,Earth,FALSE,TRAPPIST-1e,13,FALSE,12,0,0,0,1963,FALSE,F,0,P
2066_01,Earth,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,TRUE,G,9,S
2067_01,Europa,TRUE,TRAPPIST-1e,30,FALSE,0,0,0,0,0,TRUE,C,0,P
2067_02,Europa,FALSE,TRAPPIST-1e,27,TRUE,0,0,72,668,2713,FALSE,C,0,P
2070_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,,1,533,326,0,TRUE,E,7,P
2071_01,Europa,FALSE,55 Cancri e,45,FALSE,0,3559,0,3615,163,FALSE,C,8,S
2071_02,Europa,FALSE,55 Cancri e,28,FALSE,167,2406,71,283,650,TRUE,C,8,S
2073_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,177,0,7,0,448,FALSE,F,1,S
2074_01,Europa,FALSE,TRAPPIST-1e,24,FALSE,1289,3343,0,4996,729,FALSE,D,9,S
2074_02,Europa,FALSE,TRAPPIST-1e,23,FALSE,9,4081,0,0,16,TRUE,D,9,S
2075_01,Earth,FALSE,55 Cancri e,29,FALSE,270,0,0,25,343,FALSE,F,2,S
2080_01,Earth,FALSE,TRAPPIST-1e,46,FALSE,430,0,340,52,61,FALSE,G,4,P
2081_01,Earth,FALSE,PSO J318.5-22,17,FALSE,8,911,0,0,0,TRUE,F,1,P
2082_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,0,4,35,769,FALSE,G,5,P
2083_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,121,20,0,68,506,FALSE,F,7,S
2084_01,Europa,FALSE,TRAPPIST-1e,40,FALSE,19,10,1,4759,6007,FALSE,A,6,P
2084_02,Europa,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,TRUE,A,6,P
2085_01,Europa,FALSE,TRAPPIST-1e,38,FALSE,0,590,2640,6202,99,FALSE,C,2,P
2086_01,Europa,FALSE,TRAPPIST-1e,65,FALSE,51,4451,0,20,397,TRUE,A,6,S
2086_02,Europa,FALSE,TRAPPIST-1e,19,FALSE,0,1342,0,152,556,TRUE,A,6,S
2087_01,Earth,FALSE,TRAPPIST-1e,54,FALSE,0,0,872,0,1,TRUE,F,8,S
2088_01,Earth,FALSE,55 Cancri e,38,FALSE,0,717,0,0,0,FALSE,F,9,S
2088_02,Earth,FALSE,TRAPPIST-1e,40,FALSE,51,0,1,368,509,TRUE,G,1,S
2089_01,Earth,FALSE,PSO J318.5-22,21,FALSE,,2,133,0,549,FALSE,F,2,P
2090_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,8,0,801,0,12,TRUE,F,3,P
2091_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,356,,0,245,0,FALSE,F,4,P
2092_01,Mars,FALSE,TRAPPIST-1e,18,FALSE,29,0,2315,0,1,TRUE,D,0,S
2092_02,Mars,FALSE,TRAPPIST-1e,43,FALSE,546,0,41,710,0,FALSE,E,3,S
2092_03,Mars,FALSE,TRAPPIST-1e,13,,6726,0,1605,1266,0,FALSE,,,
2092_04,Mars,FALSE,TRAPPIST-1e,26,FALSE,1751,0,0,0,0,FALSE,F,0,S
2092_05,Mars,FALSE,TRAPPIST-1e,22,FALSE,2300,0,22,256,0,FALSE,D,0,S
2094_01,Mars,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,0,TRUE,F,5,P
2095_01,Earth,FALSE,PSO J318.5-22,25,FALSE,0,11,0,13,1344,FALSE,F,1,S
2096_01,Mars,FALSE,TRAPPIST-1e,29,FALSE,216,10,611,594,0,FALSE,F,2,S
2096_02,Mars,FALSE,TRAPPIST-1e,49,FALSE,1624,0,68,,0,FALSE,F,2,S
2097_01,Europa,TRUE,55 Cancri e,29,FALSE,0,0,0,0,0,TRUE,B,6,S
2099_01,Mars,FALSE,,45,FALSE,10,1095,1474,0,0,TRUE,D,1,S
2100_01,Earth,FALSE,PSO J318.5-22,45,FALSE,0,0,734,3,5,TRUE,F,3,S
2102_01,Europa,FALSE,TRAPPIST-1e,30,FALSE,63,9314,249,2624,4538,FALSE,C,9,S
2104_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,776,0,4,0,23,FALSE,F,4,S
2104_02,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,FALSE,,,
2105_01,Earth,TRUE,55 Cancri e,16,FALSE,0,0,0,0,0,FALSE,G,5,S
2106_01,Earth,FALSE,55 Cancri e,20,FALSE,1,0,0,4926,1,FALSE,G,6,S
2107_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,235,2,1,650,0,FALSE,G,8,P
2110_01,Earth,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,FALSE,G,9,P
2111_01,Mars,FALSE,TRAPPIST-1e,24,FALSE,600,593,1404,0,1,FALSE,F,7,P
2112_01,Mars,FALSE,TRAPPIST-1e,29,FALSE,860,305,18,1415,0,FALSE,F,8,P
2114_01,Europa,TRUE,55 Cancri e,40,FALSE,0,0,0,0,0,TRUE,B,7,S
2115_01,Europa,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,TRUE,D,2,S
2116_01,Earth,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,FALSE,G,9,S
2117_01,Europa,FALSE,TRAPPIST-1e,31,FALSE,0,8718,0,13036,267,FALSE,,,
2118_01,Earth,TRUE,PSO J318.5-22,26,FALSE,0,0,0,0,0,FALSE,G,0,P
2120_01,Mars,FALSE,TRAPPIST-1e,49,FALSE,0,0,1058,0,0,TRUE,D,3,S
2121_01,Earth,TRUE,TRAPPIST-1e,23,FALSE,0,0,0,0,0,FALSE,G,1,P
2123_01,Earth,TRUE,PSO J318.5-22,23,FALSE,0,0,0,0,0,FALSE,G,2,P
2123_02,Earth,TRUE,PSO J318.5-22,14,FALSE,0,0,0,0,0,TRUE,G,2,P
2124_01,Earth,FALSE,55 Cancri e,21,FALSE,770,0,0,40,0,FALSE,G,1,S
2125_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,0,1,0,80,826,FALSE,G,3,P
2126_01,Earth,FALSE,TRAPPIST-1e,,FALSE,717,0,0,0,0,FALSE,F,5,S
2127_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,721,62,7,0,0,TRUE,F,9,P
2128_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,624,0,0,0,185,FALSE,G,4,P
2129_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,736,0,2,20,0,FALSE,F,0,P
2130_01,Earth,FALSE,PSO J318.5-22,13,FALSE,0,2,480,10,176,FALSE,F,1,P
2131_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,,0,91,900,FALSE,E,8,P
2133_01,Mars,FALSE,TRAPPIST-1e,,FALSE,1054,0,43,85,0,FALSE,D,4,S
2133_02,Mars,TRUE,TRAPPIST-1e,16,FALSE,0,0,0,0,0,TRUE,F,6,S
2134_01,Mars,FALSE,TRAPPIST-1e,20,FALSE,1146,0,0,0,3,FALSE,F,2,P
2135_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,75,0,0,1545,0,FALSE,E,9,P
2135_02,Earth,,TRAPPIST-1e,23,FALSE,426,0,362,0,0,FALSE,E,9,P
2136_01,Earth,FALSE,TRAPPIST-1e,61,FALSE,2,0,17,868,28,FALSE,G,3,S
2137_01,Mars,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,TRUE,F,3,P
2137_02,Mars,FALSE,55 Cancri e,3,FALSE,0,0,0,0,0,TRUE,F,3,P
2137_03,Mars,FALSE,55 Cancri e,4,FALSE,0,0,0,0,0,TRUE,F,3,P
2138_01,Earth,TRUE,55 Cancri e,13,,0,0,0,0,0,TRUE,G,4,S
2139_01,Mars,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,TRUE,F,7,S
2140_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,0,0,698,0,0,TRUE,F,4,P
2141_01,Earth,FALSE,55 Cancri e,66,FALSE,0,0,1610,0,0,TRUE,E,0,P
2142_01,Mars,TRUE,TRAPPIST-1e,39,,0,0,0,0,0,TRUE,F,8,S
2143_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,0,1433,0,1234,0,FALSE,F,9,S
2143_02,Earth,TRUE,TRAPPIST-1e,7,FALSE,0,0,0,0,0,FALSE,G,5,S
2144_01,Earth,TRUE,TRAPPIST-1e,56,FALSE,0,0,0,0,0,FALSE,,,
2145_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,951,128,0,0,FALSE,F,5,P
2147_01,Mars,FALSE,TRAPPIST-1e,,FALSE,1146,0,47,0,105,TRUE,E,5,S
2148_01,Earth,FALSE,TRAPPIST-1e,13,FALSE,579,226,61,1,7,FALSE,F,0,S
2149_01,Europa,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,TRUE,B,9,S
2150_01,Earth,TRUE,PSO J318.5-22,38,FALSE,0,0,0,0,0,FALSE,G,6,P
2152_01,Earth,FALSE,TRAPPIST-1e,45,FALSE,2138,0,0,659,0,FALSE,F,6,P
2153_01,Earth,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,,FALSE,G,7,P
2154_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,78,0,0,550,0,FALSE,G,8,P
